route-views.amsix.routeviews.org 8821 80.249.208.12 20 CH ripencc TELEZUG WWZ Telekom AG TELEZUG, CH
route-views3.routeviews.org 63927 43.226.4.1 876073 HK apnic RISE-HK RISE, HK
route-views3.routeviews.org 207740 46.148.123.113 0 EG ripencc AMIRGT-AS, EG
route-views3.routeviews.org 6939 64.71.137.241 902829 US arin HURRICANE, US
route-views3.routeviews.org 23367 64.250.124.15 1 US arin AS-ADN, US
route-views3.routeviews.org 19653 67.219.192.5 885239 US arin CTSTELECOM, US
route-views3.routeviews.org 40387 72.36.126.8 906573 US arin UI-ICCN, US
route-views3.routeviews.org 5650 74.40.7.35 874516 US arin FRONTIER-FRTR, US
route-views3.routeviews.org 3280 77.83.243.7 879776 RO ripencc LAYERBRIDGE-AS, RO
route-views3.routeviews.org 39120 89.21.210.85 885197 IT ripencc CONVERGENZE-AS ISP services in Italy, IT
route-views3.routeviews.org 39120 89.21.210.86 876780 IT ripencc CONVERGENZE-AS ISP services in Italy, IT
route-views3.routeviews.org 3257 89.149.178.10 873978 US ripencc GTT-BACKBONE GTT, US
route-views3.routeviews.org 39120 94.101.60.146 884454 IT ripencc CONVERGENZE-AS ISP services in Italy, IT
route-views3.routeviews.org 14315 104.251.122.1 282677 US arin 1GSERVERS, US
route-views3.routeviews.org 54574 154.18.7.114 885534 US arin DMIT, US
route-views3.routeviews.org 46450 158.106.197.135 874559 US arin PILOT, US
route-views3.routeviews.org 55222 162.211.99.255 903533 CA arin 9219-1568QUEBEC-NET7777, CA
route-views3.routeviews.org 11537 163.253.3.22 22183 US arin INTERNET2-RESEARCH-EDU, US
route-views3.routeviews.org 38136 172.83.155.50 880586 HK apnic AKARI-NETWORKS-AS-AP Akari Networks, HK
route-views3.routeviews.org 14840 186.211.128.32 891443 BR lacnic BR Digital, BR
route-views3.routeviews.org 61568 190.15.124.18 896611 BR lacnic ALOO TELECOM - FSF TECNOLOGIA SA, BR
route-views3.routeviews.org 22388 192.203.115.1 18695 US arin TRANSPAC, US
route-views3.routeviews.org 202365 194.50.19.4 907822 TR ripencc CHRONOS, TR
route-views3.routeviews.org 3292 195.215.109.247 874754 DK ripencc TDC TDC AS, DK
route-views3.routeviews.org 3216 195.239.77.236 881181 RU ripencc SOVAM-AS, RU
route-views3.routeviews.org 3216 195.239.252.124 882059 RU ripencc SOVAM-AS, RU
route-views3.routeviews.org 396390 198.71.45.193 17992 US arin INDIANA-UNIVERSITY-NEAAR, US
route-views3.routeviews.org 141712 199.247.15.72 0 HK apnic LUYS-AS-AP luYs, Inc., HK
route-views3.routeviews.org 263237 200.73.119.254 14 CL lacnic PowerHost Telecom SPA, CL
route-views3.routeviews.org 38001 202.150.221.33 887258 SG apnic NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
route-views3.routeviews.org 9268 203.62.187.102 888660 AU apnic OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views3.routeviews.org 9268 203.62.187.103 888664 AU apnic OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views3.routeviews.org 209 205.171.3.54 872901 US arin CENTURYLINK-US-LEGACY-QWEST, US
route-views3.routeviews.org 209 205.171.8.123 872850 US arin CENTURYLINK-US-LEGACY-QWEST, US
route-views3.routeviews.org 209 205.171.200.245 872850 US arin CENTURYLINK-US-LEGACY-QWEST, US
route-views3.routeviews.org 3561 206.24.210.80 872839 US arin CENTURYLINK-LEGACY-SAVVIS, US
route-views3.routeviews.org 23367 206.198.182.15 874734 US arin AS-ADN, US
route-views3.routeviews.org 5645 206.248.155.130 742558 CA arin TEKSAVVY, CA
route-views3.routeviews.org 40630 208.94.118.10 903241 US arin GRIDFURY-AS, US
route-views3.routeviews.org 45352 210.5.41.225 898163 MY apnic IPSERVERONE-AS-AP IP ServerOne Solutions Sdn Bhd, MY
route-views3.routeviews.org 396390 2001:468:2900::2 2426 US arin INDIANA-UNIVERSITY-NEAAR, US
route-views3.routeviews.org 54574 2001:550:2:67::42:2 136228 US arin DMIT, US
route-views3.routeviews.org 206064 2001:678:cec:f000:e808:7b96:311d:e4bc 139559 GB ripencc ALPINE-NORTH-NETWORK, GB
route-views3.routeviews.org 63927 2401:da80::1 36393 HK apnic RISE-HK RISE, HK
route-views3.routeviews.org 9268 2402:c00::102 138297 AU apnic OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views3.routeviews.org 54574 2402:4480:2:4::2e:2 140846 US arin DMIT, US
route-views3.routeviews.org 139317 2406:840:10::1 298960 CN apnic ZX-AS-AP Ningbo Dahuamao Information Technology Co Ltd, CN
route-views3.routeviews.org 38001 2406:f400:8:35::1 141277 SG apnic NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
route-views3.routeviews.org 141237 2602:fed2:fc0:e4::1 11395 HK apnic MOECAST-AS-HK Moecast Network, HK
route-views3.routeviews.org 38173 2602:feda:be0::ffff 139463 AU apnic QINLONG-AS-AP Qinlong Networks, AU
route-views3.routeviews.org 141237 2602:feda:ce0::8 11338 HK apnic MOECAST-AS-HK Moecast Network, HK
route-views3.routeviews.org 38136 2604:9cc0:1:c::2 139510 HK apnic AKARI-NETWORKS-AS-AP Akari Networks, HK
route-views3.routeviews.org 23367 2605:1080:2:f00::15 139723 US arin AS-ADN, US
route-views3.routeviews.org 19653 2605:8200::5 142625 US arin CTSTELECOM, US
route-views3.routeviews.org 14315 2605:8340:0:8::1 48889 US arin 1GSERVERS, US
route-views3.routeviews.org 46450 2606:3580:fc00:102::1 138218 US arin PILOT, US
route-views3.routeviews.org 5645 2607:f2c0:1::7 90186 CA arin TEKSAVVY, CA
route-views3.routeviews.org 40630 2607:ff18:1::a 139654 US arin GRIDFURY-AS, US
route-views3.routeviews.org 22388 2620:f5:8000:a001::1 2500 US arin TRANSPAC, US
route-views3.routeviews.org 14840 2804:8:4000:ffff::32 139783 BR lacnic BR Digital, BR
route-views3.routeviews.org 202365 2a00:1ca8:2a::e0 141377 TR ripencc CHRONOS, TR
route-views3.routeviews.org 39120 2a01:9a80:0:3::2 142512 IT ripencc CONVERGENZE-AS ISP services in Italy, IT
route-views3.routeviews.org 3280 2a0b:b86::f 139570 RO ripencc LAYERBRIDGE-AS, RO
route-views3.routeviews.org 141694 2a0c:b641:24f:fffe::2 142152 CN apnic OTAKUJAPAN-AS Otaku Limited, CN
route-views3.routeviews.org 141694 2a0c:b641:24f:fffe::3 142153 CN apnic OTAKUJAPAN-AS Otaku Limited, CN
route-views4.routeviews.org 141011 5.189.255.107 319726 HK apnic HUIZE-AS-CN HUIZE-NET, HK
route-views4.routeviews.org 56665 31.204.91.150 892136 LU ripencc TANGO-TELINDUS, LU
route-views4.routeviews.org 63956 45.112.244.1 882590 AU apnic COLO-AS-AP Colocation Australia Pty Ltd, AU
route-views4.routeviews.org 1299 62.115.128.183 842464 SE ripencc TWELVE99 Arelion, fka Telia Carrier, SE
route-views4.routeviews.org 39120 89.21.210.87 875542 IT ripencc CONVERGENZE-AS ISP services in Italy, IT
route-views4.routeviews.org 39120 94.101.60.147 884279 IT ripencc CONVERGENZE-AS ISP services in Italy, IT
route-views4.routeviews.org 58682 103.15.40.17 32469 BD apnic LEVEL3-BD Level3 Carrier Ltd., BD
route-views4.routeviews.org 63956 103.52.116.4 883263 AU apnic COLO-AS-AP Colocation Australia Pty Ltd, AU
route-views4.routeviews.org 133950 103.96.117.253 909761 NZ apnic HOOPLAHOSTING-AS-AP Hoopla Hosting Limited, NZ
route-views4.routeviews.org 58511 103.247.3.36 886242 AU apnic ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views4.routeviews.org 58511 103.247.3.143 886247 AU apnic ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views4.routeviews.org 34288 109.233.180.32 898277 CH ripencc AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH
route-views4.routeviews.org 45437 114.141.109.44 903891 AU apnic RWTS-AS-AP Real World - The Core, AU
route-views4.routeviews.org 38726 118.107.117.252 921974 VN apnic VTCDIGICOM-AS-VN VTC DIGICOM, VN
route-views4.routeviews.org 38726 119.18.185.44 893281 VN apnic VTCDIGICOM-AS-VN VTC DIGICOM, VN
route-views4.routeviews.org 38883 119.63.216.82 905753 AU apnic FIRENET-AS-AP FireNet Pty Ltd, AU
route-views4.routeviews.org 2914 129.250.1.248 874315 US arin NTT-LTD-2914, US
route-views4.routeviews.org 1351 132.198.255.254 914303 US arin UVM-EDU-AS, US
route-views4.routeviews.org 2518 133.205.1.142 877734 JP apnic BIGLOBE BIGLOBE Inc., JP
route-views4.routeviews.org 19782 149.165.255.64 25959 US arin INDIANAGIGAPOP, US
route-views4.routeviews.org 19782 149.165.255.65 25959 US arin INDIANAGIGAPOP, US
route-views4.routeviews.org 32653 154.72.103.192 178458 ZA afrinic ENETWORKS, ZA
route-views4.routeviews.org 59715 185.5.200.255 903493 IT ripencc SBTAP-AS, IT
route-views4.routeviews.org 204028 185.118.196.1 890976 DE ripencc DOLPHINIT, DE
route-views4.routeviews.org 14041 192.43.217.142 874320 US arin AS14041, US
route-views4.routeviews.org 14041 192.43.217.143 874320 US arin AS14041, US
route-views4.routeviews.org 30950 193.28.236.32 874289 NO ripencc EVINY-AS30950 Norway, NO
route-views4.routeviews.org 3267 194.85.40.15 882735 RU ripencc RUNNET, RU
route-views4.routeviews.org 19754 198.98.84.183 876313 US arin FNL-33-19754, US
route-views4.routeviews.org 36236 208.111.38.185 908809 US arin NETACTUATE, US
route-views4.routeviews.org 48292 213.238.163.7 195340 TR ripencc INTIBU intibu.com, TR
route-views4.routeviews.org 2518 2001:260:300:1::1:30 140947 JP apnic BIGLOBE BIGLOBE Inc., JP
route-views4.routeviews.org 7575 2001:388:1::16 2492 AU apnic AARNET-AS-AP Australian Academic and Research Network AARNet, AU
route-views4.routeviews.org 2914 2001:418:0:1000::f003 134632 US arin NTT-LTD-2914, US
route-views4.routeviews.org 11537 2001:468:2::1 3278 US arin INTERNET2-RESEARCH-EDU, US
route-views4.routeviews.org 30950 2001:67c:324::32 135210 NO ripencc EVINY-AS30950 Norway, NO
route-views4.routeviews.org 34288 2001:4b27:ffff::32 142660 CH ripencc AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH
route-views4.routeviews.org 38726 2400:bc80:9000::1 137718 VN apnic VTCDIGICOM-AS-VN VTC DIGICOM, VN
route-views4.routeviews.org 63956 2402:1b80:1000::1 137454 AU apnic COLO-AS-AP Colocation Australia Pty Ltd, AU
route-views4.routeviews.org 38883 2402:7400:0:c::18 140656 AU apnic FIRENET-AS-AP FireNet Pty Ltd, AU
route-views4.routeviews.org 58682 2404:c900:1::17 841 BD apnic LEVEL3-BD Level3 Carrier Ltd., BD
route-views4.routeviews.org 45437 2406:a800:ffff::1 140638 AU apnic RWTS-AS-AP Real World - The Core, AU
route-views4.routeviews.org 141011 2602:feda:ab2::1 149128 HK apnic HUIZE-AS-CN HUIZE-NET, HK
route-views4.routeviews.org 19754 2607:b580::15 111672 US arin FNL-33-19754, US
route-views4.routeviews.org 36236 2607:f740:0:7::f79 144373 US arin NETACTUATE, US
route-views4.routeviews.org 1351 2620:104:e000:1000::2 140264 US arin UVM-EDU-AS, US
route-views4.routeviews.org 56665 2a00:4180:1:100:31:204:89:250 141110 LU ripencc TANGO-TELINDUS, LU
route-views4.routeviews.org 59715 2a02:cdc5:9715:0:185:5:200:255 140096 IT ripencc SBTAP-AS, IT
route-views5.routeviews.org 40864 23.159.240.61 883404 CA arin TARGO, CA
route-views5.routeviews.org 32167 66.118.229.23 902808 US arin LSHIY, US
route-views5.routeviews.org 211398 87.239.48.250 910794 BE ripencc CRAZYGROUP-AS, BE
route-views5.routeviews.org 41666 91.216.79.0 908965 FI ripencc PYRO-AS Institute for Pyrotechnical Cleaning, FI
route-views5.routeviews.org 51930 103.152.112.48 98724 GB ripencc Lambda Internet Exchange, GB
route-views5.routeviews.org 58511 103.247.3.36 886246 AU apnic ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org 58511 103.247.3.142 886247 AU apnic ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org 54574 154.18.28.226 887365 US arin DMIT, US
route-views5.routeviews.org 33185 170.39.196.252 881080 CA arin HIVE-DATA-CENTER, CA
route-views5.routeviews.org 399114 170.39.226.197 5 US arin ZESTY-CABLE, US
route-views5.routeviews.org 207934 185.156.96.227 877911 DK ripencc WNB-AS, DK
route-views5.routeviews.org 11537 2001:468:0:2::14 3325 US arin INTERNET2-RESEARCH-EDU, US
route-views5.routeviews.org 211398 2001:678:f30:ffd0:: 142169 BE ripencc CRAZYGROUP-AS, BE
route-views5.routeviews.org 41666 2001:67c:8e4:: 141673 FI ripencc PYRO-AS Institute for Pyrotechnical Cleaning, FI
route-views5.routeviews.org 58511 2400:8280::24 137467 AU apnic ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org 58511 2400:8280::8e 137464 AU apnic ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org 54574 2402:4480:2::5a:2 150319 US arin DMIT, US
route-views5.routeviews.org 33185 2602:fd23:101::100 139495 CA arin HIVE-DATA-CENTER, CA
route-views5.routeviews.org 51930 2602:feda:30:ae86:f44e:a5ff:feb1:fac4 48322 GB ripencc Lambda Internet Exchange, GB
route-views5.routeviews.org 32167 2606:82c0:1:e005::1 137688 US arin LSHIY, US
route-views5.routeviews.org 207934 2a03:300:2::3 135961 DK ripencc WNB-AS, DK
route-views5.routeviews.org 142289 2a0e:46c4:2c11::1 142694 NL apnic ROXONIC-AS-AP Roxonic Systems, NL
route-views5.routeviews.org 399114 2a0e:6902:4002:2c:5054:ff:fed9:841a 6 US arin ZESTY-CABLE, US
route-views6.routeviews.org 7660 2001:200:901::5 36356 JP apnic APAN-JP Asia Pacific Advanced Network - Japan, JP
route-views6.routeviews.org 2497 2001:240:100:ff::2497:2 139217 JP apnic IIJ Internet Initiative Japan Inc., JP
route-views6.routeviews.org 2914 2001:418:0:1000::f000 134559 US arin NTT-LTD-2914, US
route-views6.routeviews.org 209 2001:428::205:171:8:75 131826 US arin CENTURYLINK-US-LEGACY-QWEST, US
route-views6.routeviews.org 209 2001:428::205:171:8:123 131826 US arin CENTURYLINK-US-LEGACY-QWEST, US
route-views6.routeviews.org 209 2001:428::205:171:200:139 131826 US arin CENTURYLINK-US-LEGACY-QWEST, US
route-views6.routeviews.org 6939 2001:470:0:1a::1 137734 US arin HURRICANE, US
route-views6.routeviews.org 3257 2001:668:0:4::2 134682 US ripencc GTT-BACKBONE GTT, US
route-views6.routeviews.org 206064 2001:678:cec:f000:e808:7b96:311d:e4bc 139564 GB ripencc ALPINE-NORTH-NETWORK, GB
route-views6.routeviews.org 31019 2001:67c:22dc:def1::1 140391 NL ripencc MEANIE Meanie Heavy Industries, NL
route-views6.routeviews.org 18106 2001:d98::19 140335 SG apnic VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG
route-views6.routeviews.org 7018 2001:1890:111d:1::63 134443 US arin ATT-INTERNET4, US
route-views6.routeviews.org 20912 2001:40d0::126 140593 IT ripencc ASN-PANSERVICE, IT
route-views6.routeviews.org 58511 2400:8280::24 137435 AU apnic ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views6.routeviews.org 23673 2402:c100::104 143017 KH apnic ONLINE-AS Cogetel Online, Cambodia, ISP, KH
route-views6.routeviews.org 24441 2404:cc00:1::1 132723 KH apnic CITYLINK-AS-KH CityLink Corporation, LTD, KH
route-views6.routeviews.org 140731 2406:840:eb83::1 139863 CN apnic TOHU-OP-AP TOHU Public Internet, CN
route-views6.routeviews.org 140731 2406:840:eb89::1 139103 CN apnic TOHU-OP-AP TOHU Public Internet, CN
route-views6.routeviews.org 1239 2600:0:1:1239:144:228:241:130 10971 US arin SPRINTLINK, US
route-views6.routeviews.org 701 2600:803::15 135406 US arin UUNET, US
route-views6.routeviews.org 53767 2605:9d00::2 4 US arin ICASTCENTER, US
route-views6.routeviews.org 1403 2606:6d00:eb0::252 134761 CA arin EBOX, CA
route-views6.routeviews.org 22652 2607:fad8::1:9 135323 CA arin FIBRENOIRE-INTERNET, CA
route-views6.routeviews.org 57463 2a00:1728::1f:4 138372 BG ripencc NETIX, BG
route-views6.routeviews.org 57866 2a00:a7c0:e20a::17 135310 NL ripencc FUSIX-AS, NL
route-views6.routeviews.org 49788 2a02:d140:1::60 140381 NO ripencc NEXTHOP, NO
route-views6.routeviews.org 141694 2a0c:b641:24f:fffe::4 142150 CN apnic OTAKUJAPAN-AS Otaku Limited, CN
route-views6.routeviews.org 141694 2a0c:b641:24f:fffe::5 142149 CN apnic OTAKUJAPAN-AS Otaku Limited, CN
route-views6.routeviews.org 141694 2a0c:b641:24f:fffe::6 142148 CN apnic OTAKUJAPAN-AS Otaku Limited, CN
route-views6.routeviews.org 141694 2a0c:b641:24f:fffe::7 142152 CN apnic OTAKUJAPAN-AS Otaku Limited, CN
route-views6.routeviews.org 141694 2a0c:b641:24f:fffe::8 142152 CN apnic OTAKUJAPAN-AS Otaku Limited, CN
